Grapheme	IPA	Frequency
^s	s	50
o	o	38
t	t	49
a$	a	46
^k	k	21
u	u	21
i$	i	35
i	i	66
ɾ	ɾ	61
o$	o	51
^õ	õ	5
b	b	97
ẽ$	ẽ	13
^d	d	43
ĩĩ	ĩː	3
p	p	70
e	e	58
e$	e	16
^w	w	24
a	a	86
k	k	102
ɨ$	ɨ	14
^p	p	40
ã	ã	78
õ$	õ	35
ũ	ũ	14
ã$	ã	35
^j	j	33
j	j	20
s	s	31
^ã	ã	6
ũ$	ũ	7
ĩ$	ĩ	17
ɨ	ɨ	41
g	g	24
aa	aː	1
^b	b	59
ĩ	ĩ	29
d	d	36
ɨ̃$	ɨ̃	33
ɨ̃	ɨ̃	37
ĩĩ$	ĩː	4
ii$	iː	5
^u	u	3
u$	u	5
ɨ̃ɨ̃$	ɨ̃	3
õ	õ	48
ẽ	ẽ	45
ee	eː	8
ii	iː	2
ẽẽ	ẽː	1
w	w	25
^h	h	3
^ũ	ũ	3
^a	a	8
^ɨ̃	ɨ̃	9
^t	t	7
aa$	aː	6
_	+	21
ãã$	ãː	2
h	h	1
oo	oː	1
ɨɨ$	ɨː	2
^ɨ	ɨ	6
n	n	4
^g	g	1
ũũ$	ũ	1
^e	e	5
^ẽ	ẽ	1
^m	m	1
ee$	eː	1
r	r	3
^o	o	4
ũũ	ũ	1
^r	r	1
^ĩ	ĩ	3
^i	i	2
õõ$	õ	4
ẽẽ$	ẽː	2
oo$	oː	1
ɨɨ	ɨː	1
